Meetings_Scheduled,Meetings_Attended,Attendance,Punctuality,Sprint_Completion,Task_Quality,On_Time_Delivery,Communication,Tasks_Assigned,Tasks_Completed,Task_Completion_Rate,On_Time_Delivery_Rate,Overall_Quality_Score,Communication_Level,Is_Punctual,Meeting_Attendance_Rate,Performance_Index,Attendance_Consistency
41,24,58,1,88,56,51,5,13,10,0.7692307692307693,0.51,72.0,0.5,1,58.536585365853654,67.98076923076923,0.79
44,19,43,1,65,54,48,6,12,6,0.5,0.48,59.5,0.6,1,43.18181818181818,54.25,0.715
44,38,86,1,84,99,87,6,9,8,0.8888888888888888,0.87,91.5,0.6,1,86.36363636363636,89.72222222222223,0.9299999999999999
46,37,80,1,69,55,78,5,11,8,0.7272727272727273,0.78,62.0,0.5,1,80.43478260869566,68.68181818181817,0.9
48,34,70,1,64,72,68,7,10,7,0.7,0.68,68.0,0.7,1,70.83333333333334,68.5,0.85
45,27,60,0,66,81,74,5,11,7,0.6363636363636364,0.74,73.5,0.5,0,60.0,71.15909090909092,0.3
44,28,63,0,71,67,73,4,14,12,0.8571428571428571,0.73,69.0,0.4,0,63.63636363636363,74.17857142857143,0.315
35,16,45,1,56,49,66,5,8,3,0.375,0.66,52.5,0.5,1,45.714285714285715,52.125,0.725
45,27,60,1,51,69,67,4,14,6,0.42857142857142855,0.67,60.0,0.4,1,60.0,57.464285714285715,0.8
23,9,39,1,65,60,54,2,10,6,0.6,0.54,62.5,0.2,1,39.130434782608695,59.75,0.6950000000000001
39,38,97,0,77,83,89,6,12,10,0.8333333333333334,0.89,80.0,0.6,0,97.43589743589743,83.08333333333334,0.485
38,33,86,0,94,84,84,8,10,9,0.9,0.84,89.0,0.8,0,86.8421052631579,87.99999999999999,0.43
20,15,75,1,86,83,62,5,8,5,0.625,0.62,84.5,0.5,1,75.0,73.375,0.875
39,27,69,0,86,86,82,4,14,10,0.7142857142857143,0.82,86.0,0.4,0,69.23076923076923,81.35714285714285,0.345
20,16,80,1,79,68,87,7,9,7,0.7777777777777778,0.87,73.5,0.7,1,80.0,77.94444444444444,0.9
30,26,86,1,95,96,85,7,11,10,0.9090909090909091,0.85,95.5,0.7,1,86.66666666666667,91.72727272727272,0.9299999999999999
44,34,77,1,85,65,71,8,12,10,0.8333333333333334,0.71,75.0,0.8,1,77.27272727272727,76.08333333333334,0.885
32,27,84,1,82,99,72,9,11,10,0.9090909090909091,0.72,90.5,0.9,1,84.375,85.97727272727273,0.9199999999999999
30,22,73,1,83,65,81,7,13,9,0.6923076923076923,0.81,74.0,0.7,1,73.33333333333333,74.5576923076923,0.865
49,46,93,1,78,99,99,6,14,13,0.9285714285714286,0.99,88.5,0.6,1,93.87755102040816,92.21428571428572,0.9650000000000001
48,25,52,1,49,69,63,3,9,4,0.4444444444444444,0.63,59.0,0.3,1,52.083333333333336,56.36111111111111,0.76
45,19,42,0,45,62,52,4,8,3,0.375,0.52,53.5,0.4,0,42.22222222222222,49.125,0.21
48,28,58,1,51,51,70,3,12,6,0.5,0.7,51.0,0.3,1,58.333333333333336,55.49999999999999,0.79
27,11,40,0,62,47,50,5,14,8,0.5714285714285714,0.5,54.5,0.5,0,40.74074074074074,54.03571428571428,0.2
25,21,84,1,99,75,99,6,10,9,0.9,0.99,87.0,0.6,1,84.0,90.75,0.9199999999999999
21,17,80,0,76,83,98,7,12,10,0.8333333333333334,0.98,79.5,0.7,0,80.95238095238095,85.08333333333333,0.4
25,11,44,1,51,55,74,6,12,5,0.4166666666666667,0.74,53.0,0.6,1,44.0,55.41666666666667,0.72
35,32,91,0,79,91,97,9,14,13,0.9285714285714286,0.97,85.0,0.9,0,91.42857142857143,89.96428571428572,0.455
43,33,76,1,74,57,67,5,12,8,0.6666666666666666,0.67,65.5,0.5,1,76.74418604651163,66.16666666666666,0.88
41,28,68,1,72,63,87,7,12,10,0.8333333333333334,0.87,67.5,0.7,1,68.29268292682927,76.33333333333334,0.8400000000000001
43,28,65,1,89,69,83,5,9,7,0.7777777777777778,0.83,79.0,0.5,1,65.11627906976744,79.69444444444444,0.825
37,36,97,1,88,83,76,9,13,12,0.9230769230769231,0.76,85.5,0.9,1,97.2972972972973,84.82692307692308,0.985
24,21,87,1,90,82,80,8,14,13,0.9285714285714286,0.8,86.0,0.8,1,87.5,86.21428571428571,0.935
41,36,87,0,98,99,80,6,10,9,0.9,0.8,98.5,0.6,0,87.8048780487805,91.75,0.435
20,12,60,1,80,60,81,7,11,7,0.6363636363636364,0.81,70.0,0.7,1,60.0,71.1590909090909,0.8
38,34,89,0,95,75,71,9,10,9,0.9,0.71,85.0,0.9,0,89.47368421052632,82.75,0.445
39,38,97,1,79,99,76,9,8,7,0.875,0.76,89.0,0.9,1,97.43589743589743,85.375,0.985
35,27,77,0,72,57,85,6,12,10,0.8333333333333334,0.85,64.5,0.6,0,77.14285714285715,74.33333333333334,0.385
20,17,85,1,81,81,84,6,13,12,0.9230769230769231,0.84,81.0,0.6,1,85.0,84.57692307692308,0.925
28,15,53,1,56,68,59,4,9,5,0.5555555555555556,0.59,62.0,0.4,1,53.57142857142857,59.6388888888889,0.765
21,12,57,1,46,71,72,1,12,6,0.5,0.72,58.5,0.1,1,57.14285714285714,59.74999999999999,0.7849999999999999
36,14,38,0,68,58,69,3,8,3,0.375,0.69,63.0,0.3,0,38.88888888888889,58.12500000000001,0.19
29,11,37,1,43,54,60,4,8,5,0.625,0.6,48.5,0.4,1,37.93103448275862,54.87499999999999,0.685
39,16,41,0,50,48,44,2,13,5,0.38461538461538464,0.44,49.0,0.2,0,41.02564102564102,45.11538461538461,0.205
28,13,46,1,66,45,50,6,14,7,0.5,0.5,55.5,0.6,1,46.42857142857143,52.75000000000001,0.73
32,14,43,1,60,53,41,3,13,7,0.5384615384615384,0.41,56.5,0.3,1,43.75,51.96153846153846,0.715
21,17,80,1,65,69,69,6,10,6,0.6,0.69,67.0,0.6,1,80.95238095238095,65.75,0.9
36,31,86,0,96,97,70,9,9,8,0.8888888888888888,0.7,96.5,0.9,0,86.11111111111111,87.97222222222223,0.43
40,25,62,0,57,46,43,5,13,7,0.5384615384615384,0.43,51.5,0.5,0,62.5,49.96153846153846,0.31
32,28,87,0,90,93,98,9,14,13,0.9285714285714286,0.98,91.5,0.9,0,87.5,93.46428571428572,0.435
49,47,95,1,95,85,91,7,8,7,0.875,0.91,90.0,0.7,1,95.91836734693877,89.625,0.975
22,17,77,0,85,58,56,7,8,5,0.625,0.56,71.5,0.7,0,77.27272727272727,65.375,0.385
34,22,64,0,71,61,56,7,8,6,0.75,0.56,66.0,0.7,0,64.70588235294117,65.75,0.32
22,16,72,1,77,72,66,7,11,9,0.8181818181818182,0.66,74.5,0.7,1,72.72727272727273,74.20454545454545,0.86
36,30,83,1,85,75,92,9,12,11,0.9166666666666666,0.92,80.0,0.9,1,83.33333333333334,85.91666666666666,0.915
21,19,90,1,77,95,85,6,11,10,0.9090909090909091,0.85,86.0,0.6,1,90.47619047619048,86.97727272727272,0.95
32,29,90,1,87,85,82,6,13,12,0.9230769230769231,0.82,86.0,0.6,1,90.625,86.57692307692308,0.95
43,33,76,1,61,82,75,7,11,8,0.7272727272727273,0.75,71.5,0.7,1,76.74418604651163,72.68181818181819,0.88
45,32,71,1,73,56,73,7,8,7,0.875,0.73,64.5,0.7,1,71.11111111111111,72.375,0.855
22,16,72,1,56,80,73,6,12,7,0.5833333333333334,0.73,68.0,0.6,1,72.72727272727273,66.83333333333333,0.86
24,19,79,0,85,57,59,4,13,10,0.7692307692307693,0.59,71.0,0.4,0,79.16666666666666,69.48076923076923,0.395
33,20,60,1,59,66,55,5,13,10,0.7692307692307693,0.55,62.5,0.5,1,60.60606060606061,64.23076923076923,0.8
42,39,92,1,93,94,86,7,10,9,0.9,0.86,93.5,0.7,1,92.85714285714286,90.75,0.96
31,13,41,1,45,69,49,4,14,7,0.5,0.49,57.0,0.4,1,41.935483870967744,53.25,0.705
22,15,68,1,71,88,60,7,9,5,0.5555555555555556,0.6,79.5,0.7,1,68.18181818181817,68.63888888888889,0.8400000000000001
44,26,59,0,53,57,49,3,13,7,0.5384615384615384,0.49,55.0,0.3,0,59.09090909090909,53.21153846153845,0.295
44,38,86,1,98,75,99,8,12,11,0.9166666666666666,0.99,86.5,0.8,1,86.36363636363636,90.91666666666667,0.9299999999999999
26,18,69,0,71,55,62,4,8,6,0.75,0.62,63.0,0.4,0,69.23076923076923,65.75,0.345
28,25,89,1,92,79,76,7,8,7,0.875,0.76,85.5,0.7,1,89.28571428571429,83.625,0.9450000000000001
32,25,78,1,83,73,76,7,12,8,0.6666666666666666,0.76,78.0,0.7,1,78.125,74.66666666666666,0.89
39,23,58,0,79,66,57,7,8,6,0.75,0.57,72.5,0.7,0,58.97435897435898,69.25,0.29
24,18,75,0,85,66,68,8,11,8,0.7272727272727273,0.68,75.5,0.8,0,75.0,72.93181818181819,0.375
24,21,87,1,96,75,70,7,10,9,0.9,0.7,85.5,0.7,1,87.5,82.74999999999999,0.935
31,26,83,1,84,78,98,7,9,8,0.8888888888888888,0.98,81.0,0.7,1,83.87096774193549,87.22222222222223,0.915
36,31,86,1,83,95,71,7,14,12,0.8571428571428571,0.71,89.0,0.7,1,86.11111111111111,83.67857142857143,0.9299999999999999
36,31,86,1,75,80,72,9,11,10,0.9090909090909091,0.72,77.5,0.9,1,86.11111111111111,79.47727272727272,0.9299999999999999
33,24,72,1,72,87,89,8,10,6,0.6,0.89,79.5,0.8,1,72.72727272727273,77.0,0.86
43,39,90,1,85,98,76,9,12,11,0.9166666666666666,0.76,91.5,0.9,1,90.69767441860465,87.66666666666667,0.95
47,21,44,1,62,53,44,2,14,8,0.5714285714285714,0.44,57.5,0.2,1,44.680851063829785,54.035714285714285,0.72
44,31,70,1,88,76,74,4,9,6,0.6666666666666666,0.74,82.0,0.4,1,70.45454545454545,76.16666666666667,0.85
29,25,86,1,94,94,96,8,11,10,0.9090909090909091,0.96,94.0,0.8,1,86.20689655172413,93.72727272727272,0.9299999999999999
34,17,50,1,72,55,51,3,9,4,0.4444444444444444,0.51,63.5,0.3,1,50.0,55.611111111111114,0.75
32,25,78,1,80,62,58,6,11,7,0.6363636363636364,0.58,71.0,0.6,1,78.125,65.9090909090909,0.89
28,18,64,0,66,72,56,5,10,8,0.8,0.56,69.0,0.5,0,64.28571428571429,68.5,0.32
47,20,42,1,57,48,52,1,9,3,0.3333333333333333,0.52,52.5,0.1,1,42.5531914893617,47.58333333333333,0.71
42,19,45,1,61,57,51,4,8,3,0.375,0.51,59.0,0.4,1,45.23809523809524,51.625,0.725
34,13,38,1,48,61,50,6,13,7,0.5384615384615384,0.5,54.5,0.6,1,38.23529411764706,53.21153846153845,0.69
38,28,73,1,79,84,84,4,13,9,0.6923076923076923,0.84,81.5,0.4,1,73.68421052631578,79.0576923076923,0.865
46,19,41,0,67,57,67,4,9,5,0.5555555555555556,0.67,62.0,0.4,0,41.30434782608695,61.638888888888886,0.205
48,38,79,1,72,67,69,7,10,7,0.7,0.69,69.5,0.7,1,79.16666666666666,69.5,0.895
26,24,92,0,87,92,82,6,8,7,0.875,0.82,89.5,0.6,0,92.3076923076923,87.125,0.46
36,30,83,0,89,92,93,6,10,9,0.9,0.93,90.5,0.6,0,83.33333333333334,91.0,0.415
41,29,70,1,79,55,77,4,8,6,0.75,0.77,67.0,0.4,1,70.73170731707317,71.5,0.85
32,17,53,1,52,46,54,5,14,8,0.5714285714285714,0.54,49.0,0.5,1,53.125,52.28571428571429,0.765
34,27,79,1,74,80,61,8,12,7,0.5833333333333334,0.61,77.0,0.8,1,79.41176470588235,68.33333333333333,0.895
27,16,59,1,41,45,44,2,8,4,0.5,0.44,43.0,0.2,1,59.25925925925925,44.99999999999999,0.7949999999999999
45,44,97,1,94,84,92,7,8,7,0.875,0.92,89.0,0.7,1,97.77777777777777,89.375,0.985
41,37,90,1,78,86,75,9,12,11,0.9166666666666666,0.75,82.0,0.9,1,90.2439024390244,82.66666666666667,0.95
24,10,41,1,56,62,58,1,8,3,0.375,0.58,59.0,0.1,1,41.66666666666667,53.37500000000001,0.705
21,19,90,1,85,97,85,8,12,11,0.9166666666666666,0.85,91.0,0.8,1,90.47619047619048,89.66666666666666,0.95
42,21,50,1,66,50,50,2,12,7,0.5833333333333334,0.5,58.0,0.2,1,50.0,56.08333333333334,0.75
39,31,79,1,58,64,56,5,9,5,0.5555555555555556,0.56,61.0,0.5,1,79.48717948717949,58.38888888888889,0.895
23,20,86,1,88,99,75,9,10,9,0.9,0.75,93.5,0.9,1,86.95652173913044,88.0,0.9299999999999999
26,24,92,0,89,79,98,9,11,10,0.9090909090909091,0.98,84.0,0.9,0,92.3076923076923,89.22727272727273,0.46
27,25,92,1,86,95,84,8,11,10,0.9090909090909091,0.84,90.5,0.8,1,92.5925925925926,88.97727272727273,0.96
40,37,92,1,88,98,93,8,10,9,0.9,0.93,93.0,0.8,1,92.5,92.25,0.96
43,37,86,1,80,75,83,8,13,12,0.9230769230769231,0.83,77.5,0.8,1,86.04651162790698,82.57692307692308,0.9299999999999999
23,13,56,1,55,45,43,6,13,6,0.46153846153846156,0.43,50.0,0.6,1,56.52173913043478,47.28846153846154,0.78
25,14,56,1,55,67,50,4,9,3,0.3333333333333333,0.5,61.0,0.4,1,56.00000000000001,51.33333333333334,0.78
32,28,87,1,79,90,76,6,12,11,0.9166666666666666,0.76,84.5,0.6,1,87.5,84.16666666666666,0.935
48,45,93,1,81,96,78,6,8,7,0.875,0.78,88.5,0.6,1,93.75,85.625,0.9650000000000001
37,24,64,1,68,55,54,4,11,9,0.8181818181818182,0.54,61.5,0.4,1,64.86486486486487,64.70454545454545,0.8200000000000001
47,36,76,1,84,82,83,4,12,8,0.6666666666666666,0.83,83.0,0.4,1,76.59574468085107,78.91666666666667,0.88
27,17,62,1,65,76,54,4,14,10,0.7142857142857143,0.54,70.5,0.4,1,62.96296296296296,66.60714285714286,0.81
22,15,68,1,68,77,77,6,8,6,0.75,0.77,72.5,0.6,1,68.18181818181817,74.25,0.8400000000000001
37,31,83,1,84,81,85,8,9,8,0.8888888888888888,0.85,82.5,0.8,1,83.78378378378379,84.72222222222221,0.915
39,38,97,1,79,83,73,6,8,7,0.875,0.73,81.0,0.6,1,97.43589743589743,80.625,0.985
47,42,89,0,89,75,87,9,8,7,0.875,0.87,82.0,0.9,0,89.36170212765957,84.625,0.445
37,32,86,1,89,87,91,9,11,10,0.9090909090909091,0.91,88.0,0.9,1,86.48648648648648,89.47727272727273,0.9299999999999999
20,10,50,0,62,54,59,2,8,4,0.5,0.59,58.0,0.2,0,50.0,56.25,0.25
35,32,91,1,89,86,83,6,13,12,0.9230769230769231,0.83,87.5,0.6,1,91.42857142857143,87.57692307692308,0.9550000000000001
29,11,37,1,40,51,74,2,10,5,0.5,0.74,45.5,0.2,1,37.93103448275862,53.75000000000001,0.685
41,17,41,1,67,60,74,1,13,6,0.46153846153846156,0.74,63.5,0.1,1,41.46341463414634,61.78846153846153,0.705
43,24,55,1,50,48,58,5,14,7,0.5,0.58,49.0,0.5,1,55.81395348837209,51.5,0.775
46,40,86,1,80,95,86,8,11,10,0.9090909090909091,0.86,87.5,0.8,1,86.95652173913044,87.97727272727272,0.9299999999999999
22,12,54,1,40,60,45,6,8,4,0.5,0.45,50.0,0.6,1,54.54545454545454,48.75,0.77
28,25,89,1,94,91,81,6,11,10,0.9090909090909091,0.81,92.5,0.6,1,89.28571428571429,89.22727272727273,0.9450000000000001
20,15,75,1,76,67,78,5,8,6,0.75,0.78,71.5,0.5,1,75.0,74.0,0.875
45,27,60,0,47,71,73,3,11,5,0.45454545454545453,0.73,59.0,0.3,0,60.0,59.11363636363636,0.3
23,22,95,1,93,95,93,8,8,7,0.875,0.93,94.0,0.8,1,95.65217391304348,92.125,0.975
39,28,71,1,85,84,80,4,9,7,0.7777777777777778,0.8,84.5,0.4,1,71.7948717948718,81.69444444444444,0.855
23,11,47,1,51,66,45,1,14,7,0.5,0.45,58.5,0.1,1,47.82608695652174,53.0,0.735
39,36,92,0,93,80,75,9,8,7,0.875,0.75,86.5,0.9,0,92.3076923076923,83.875,0.46
49,35,71,1,86,59,58,7,8,5,0.625,0.58,72.5,0.7,1,71.42857142857143,66.375,0.855
45,39,86,1,92,88,88,8,11,9,0.8181818181818182,0.88,90.0,0.8,1,86.66666666666667,87.45454545454545,0.9299999999999999
29,19,65,0,75,70,85,4,11,7,0.6363636363636364,0.85,72.5,0.4,0,65.51724137931035,73.4090909090909,0.325
37,26,70,0,89,65,65,7,11,7,0.6363636363636364,0.65,77.0,0.7,0,70.27027027027027,70.6590909090909,0.35
32,29,90,0,76,98,88,8,14,13,0.9285714285714286,0.88,87.0,0.8,0,90.625,88.71428571428571,0.45
36,34,94,1,93,82,96,7,12,10,0.8333333333333334,0.96,87.5,0.7,1,94.44444444444444,88.58333333333334,0.97
35,27,77,1,60,86,73,7,8,6,0.75,0.73,73.0,0.7,1,77.14285714285715,73.5,0.885
20,12,60,0,60,77,61,5,8,6,0.75,0.61,68.5,0.5,0,60.0,68.25,0.3
28,12,42,0,47,54,57,4,9,5,0.5555555555555556,0.57,50.5,0.4,0,42.857142857142854,53.388888888888886,0.21
20,8,40,1,60,57,43,2,12,6,0.5,0.43,58.5,0.2,1,40.0,52.5,0.7
42,40,95,1,88,79,91,6,14,12,0.8571428571428571,0.91,83.5,0.6,1,95.23809523809523,85.92857142857143,0.975
34,20,58,0,54,50,56,1,14,5,0.35714285714285715,0.56,52.0,0.1,0,58.82352941176471,48.92857142857143,0.29
30,26,86,1,84,76,91,9,8,7,0.875,0.91,80.0,0.9,1,86.66666666666667,84.625,0.9299999999999999
37,26,70,1,59,55,66,8,14,9,0.6428571428571429,0.66,57.0,0.8,1,70.27027027027027,61.07142857142858,0.85
33,13,39,1,44,54,65,4,13,7,0.5384615384615384,0.65,49.0,0.4,1,39.39393939393939,54.21153846153845,0.6950000000000001
21,14,66,1,89,72,76,7,9,7,0.7777777777777778,0.76,80.5,0.7,1,66.66666666666666,78.69444444444444,0.8300000000000001
27,18,66,0,73,61,58,4,10,8,0.8,0.58,67.0,0.4,0,66.66666666666666,68.0,0.33
33,20,60,1,53,46,54,6,8,5,0.625,0.54,49.5,0.6,1,60.60606060606061,53.87500000000001,0.8
32,16,50,1,56,48,69,4,12,6,0.5,0.69,52.0,0.4,1,50.0,55.75,0.75
44,39,88,0,76,78,76,7,9,8,0.8888888888888888,0.76,77.0,0.7,0,88.63636363636364,79.72222222222223,0.44
37,18,48,1,41,50,42,4,11,5,0.45454545454545453,0.42,45.5,0.4,1,48.64864864864865,44.61363636363636,0.74
29,16,55,1,64,57,55,1,13,8,0.6153846153846154,0.55,60.5,0.1,1,55.172413793103445,59.384615384615394,0.775
49,43,87,1,94,84,88,7,11,10,0.9090909090909091,0.88,89.0,0.7,1,87.75510204081633,89.22727272727272,0.935
44,41,93,1,91,97,95,6,14,13,0.9285714285714286,0.95,94.0,0.6,1,93.18181818181817,93.96428571428572,0.9650000000000001
34,32,94,0,76,88,91,8,9,8,0.8888888888888888,0.91,82.0,0.8,0,94.11764705882352,85.97222222222223,0.47
35,20,57,1,65,45,47,5,10,6,0.6,0.47,55.0,0.5,1,57.14285714285714,54.25,0.7849999999999999
26,25,96,1,81,78,74,9,8,7,0.875,0.74,79.5,0.9,1,96.15384615384616,80.125,0.98
47,28,59,1,41,46,50,1,11,5,0.45454545454545453,0.5,43.5,0.1,1,59.57446808510638,45.61363636363636,0.7949999999999999
30,25,83,1,97,93,89,8,12,10,0.8333333333333334,0.89,95.0,0.8,1,83.33333333333334,90.58333333333334,0.915
41,40,97,0,87,84,80,7,9,8,0.8888888888888888,0.8,85.5,0.7,0,97.5609756097561,84.97222222222223,0.485
21,12,57,0,44,48,54,6,11,6,0.5454545454545454,0.54,46.0,0.6,0,57.14285714285714,50.13636363636363,0.285
28,26,92,1,78,95,84,7,13,12,0.9230769230769231,0.84,86.5,0.7,1,92.85714285714286,87.32692307692307,0.96
35,21,60,1,67,72,50,5,8,6,0.75,0.5,69.5,0.5,1,60.0,66.0,0.8
38,27,71,0,63,58,82,4,11,8,0.7272727272727273,0.82,60.5,0.4,0,71.05263157894737,68.93181818181819,0.355
27,23,85,1,81,80,83,8,12,11,0.9166666666666666,0.83,80.5,0.8,1,85.18518518518519,83.91666666666667,0.925
30,24,80,0,55,67,74,4,11,8,0.7272727272727273,0.74,61.0,0.4,0,80.0,67.18181818181819,0.4
27,16,59,1,44,66,70,1,9,4,0.4444444444444444,0.7,55.0,0.1,1,59.25925925925925,56.111111111111114,0.7949999999999999
48,47,97,1,99,76,95,9,14,13,0.9285714285714286,0.95,87.5,0.9,1,97.91666666666666,90.71428571428572,0.985
37,15,40,0,63,59,61,1,12,5,0.4166666666666667,0.61,61.0,0.1,0,40.54054054054054,56.166666666666664,0.2
21,14,66,1,74,66,86,8,8,5,0.625,0.86,70.0,0.8,1,66.66666666666666,72.125,0.8300000000000001
42,26,61,1,82,71,75,6,10,8,0.8,0.75,76.5,0.6,1,61.904761904761905,77.0,0.8049999999999999
32,20,62,1,83,62,64,6,11,9,0.8181818181818182,0.64,72.5,0.6,1,62.5,72.70454545454545,0.81
22,20,90,0,94,91,77,9,8,7,0.875,0.77,92.5,0.9,0,90.9090909090909,87.375,0.45
43,20,46,1,45,72,49,4,8,3,0.375,0.49,58.5,0.4,1,46.51162790697674,50.875,0.73
35,21,60,1,76,62,69,4,9,7,0.7777777777777778,0.69,69.0,0.4,1,60.0,71.19444444444444,0.8
31,20,64,0,80,56,63,7,8,7,0.875,0.63,68.0,0.7,0,64.51612903225806,71.625,0.32
45,29,64,0,69,64,75,8,9,7,0.7777777777777778,0.75,66.5,0.8,0,64.44444444444444,71.44444444444444,0.32
28,21,75,1,61,82,52,8,12,10,0.8333333333333334,0.52,71.5,0.8,1,75.0,69.58333333333333,0.875
47,41,87,1,85,85,74,9,10,9,0.9,0.74,85.0,0.9,1,87.2340425531915,83.5,0.935
34,32,94,0,97,89,78,7,10,9,0.9,0.78,93.0,0.7,0,94.11764705882352,88.5,0.47
26,15,57,1,79,89,52,5,10,7,0.7,0.52,84.0,0.5,1,57.692307692307686,72.5,0.7849999999999999
42,32,76,1,85,72,79,8,13,9,0.6923076923076923,0.79,78.5,0.8,1,76.19047619047619,76.30769230769229,0.88
45,29,64,1,74,75,80,7,14,9,0.6428571428571429,0.8,74.5,0.7,1,64.44444444444444,73.32142857142858,0.8200000000000001
27,19,70,1,87,77,57,4,13,9,0.6923076923076923,0.57,82.0,0.4,1,70.37037037037037,72.5576923076923,0.85
32,24,75,0,80,70,51,6,14,9,0.6428571428571429,0.51,75.0,0.6,0,75.0,66.32142857142857,0.375
42,25,59,1,57,55,54,6,8,5,0.625,0.54,56.0,0.6,1,59.523809523809526,57.125,0.7949999999999999
41,23,56,1,45,65,53,3,8,3,0.375,0.53,55.0,0.3,1,56.09756097560976,50.125,0.78
30,13,43,1,59,56,59,3,9,4,0.4444444444444444,0.59,57.5,0.3,1,43.333333333333336,54.61111111111111,0.715
41,25,60,0,68,57,58,2,10,5,0.5,0.58,62.5,0.2,0,60.97560975609756,58.25,0.3
43,38,88,1,90,79,81,7,11,10,0.9090909090909091,0.81,84.5,0.7,1,88.37209302325581,85.22727272727273,0.94
31,29,93,1,98,83,82,9,13,12,0.9230769230769231,0.82,90.5,0.9,1,93.54838709677419,88.82692307692307,0.9650000000000001
38,23,60,1,72,89,72,4,14,10,0.7142857142857143,0.72,80.5,0.4,1,60.526315789473685,76.10714285714286,0.8
20,18,90,1,76,78,94,7,13,11,0.8461538461538461,0.94,77.0,0.7,1,90.0,83.15384615384616,0.95
48,22,45,1,50,54,70,6,10,6,0.6,0.7,52.0,0.6,1,45.83333333333333,58.5,0.725
47,30,63,1,56,58,60,5,11,8,0.7272727272727273,0.6,57.0,0.5,1,63.829787234042556,61.68181818181818,0.815
28,21,75,1,60,56,79,8,12,10,0.8333333333333334,0.79,58.0,0.8,1,75.0,69.58333333333334,0.875
27,17,62,1,60,83,88,6,9,6,0.6666666666666666,0.88,71.5,0.6,1,62.96296296296296,74.41666666666666,0.81
20,17,85,1,99,95,99,9,14,12,0.8571428571428571,0.99,97.0,0.9,1,85.0,94.67857142857143,0.925
27,26,96,1,76,78,99,9,9,8,0.8888888888888888,0.99,77.0,0.9,1,96.29629629629629,85.47222222222221,0.98
34,21,61,1,53,48,49,4,9,4,0.4444444444444444,0.49,50.5,0.4,1,61.76470588235294,48.61111111111111,0.8049999999999999
37,16,43,0,53,48,42,3,10,4,0.4,0.42,50.5,0.3,0,43.24324324324324,45.75,0.215
37,23,62,1,57,80,73,8,12,8,0.6666666666666666,0.73,68.5,0.8,1,62.16216216216216,69.16666666666667,0.81
30,24,80,1,74,60,82,6,9,7,0.7777777777777778,0.82,67.0,0.6,1,80.0,73.44444444444443,0.9
47,41,87,0,77,78,73,8,13,12,0.9230769230769231,0.73,77.5,0.8,0,87.2340425531915,80.07692307692308,0.435
43,31,72,0,89,66,63,7,9,7,0.7777777777777778,0.63,77.5,0.7,0,72.09302325581395,73.94444444444444,0.36
39,21,53,1,47,52,61,3,9,3,0.3333333333333333,0.61,49.5,0.3,1,53.84615384615385,48.33333333333333,0.765
29,19,65,1,61,63,82,7,12,10,0.8333333333333334,0.82,62.0,0.7,1,65.51724137931035,72.33333333333333,0.825
21,14,66,1,67,61,51,6,9,5,0.5555555555555556,0.51,64.0,0.6,1,66.66666666666666,58.638888888888886,0.8300000000000001
23,18,78,0,76,67,73,6,9,7,0.7777777777777778,0.73,71.5,0.6,0,78.26086956521739,73.44444444444444,0.39
24,9,37,0,43,48,57,2,9,3,0.3333333333333333,0.57,45.5,0.2,0,37.5,45.33333333333333,0.185
45,40,88,1,98,75,90,6,14,13,0.9285714285714286,0.9,86.5,0.6,1,88.88888888888889,88.96428571428571,0.94
26,16,61,1,42,46,62,2,8,4,0.5,0.62,44.0,0.2,1,61.53846153846154,50.0,0.8049999999999999
37,21,56,0,49,73,72,4,11,6,0.5454545454545454,0.72,61.0,0.4,0,56.75675675675676,62.13636363636363,0.28
48,44,91,1,99,93,79,8,9,8,0.8888888888888888,0.79,96.0,0.8,1,91.66666666666666,89.97222222222221,0.9550000000000001
35,20,57,1,52,71,64,5,10,6,0.6,0.64,61.5,0.5,1,57.14285714285714,61.75000000000001,0.7849999999999999
31,13,41,1,44,50,71,2,8,3,0.375,0.71,47.0,0.2,1,41.935483870967744,50.625,0.705
22,13,59,0,70,58,62,1,12,5,0.4166666666666667,0.62,64.0,0.1,0,59.09090909090909,57.91666666666666,0.295
25,21,84,1,76,64,80,4,13,10,0.7692307692307693,0.8,70.0,0.4,1,84.0,74.23076923076923,0.9199999999999999
20,19,95,1,78,87,80,8,13,12,0.9230769230769231,0.8,82.5,0.8,1,95.0,84.32692307692307,0.975
24,21,87,0,82,87,71,6,14,13,0.9285714285714286,0.71,84.5,0.6,0,87.5,83.21428571428571,0.435
23,22,95,0,89,77,90,8,11,10,0.9090909090909091,0.9,83.0,0.8,0,95.65217391304348,86.72727272727273,0.475
20,11,55,0,60,50,59,1,14,8,0.5714285714285714,0.59,55.0,0.1,0,55.00000000000001,56.53571428571429,0.275
25,15,60,1,79,74,70,4,13,11,0.8461538461538461,0.7,76.5,0.4,1,60.0,76.90384615384616,0.8
28,23,82,0,60,87,61,8,14,12,0.8571428571428571,0.61,73.5,0.8,0,82.14285714285714,73.42857142857142,0.41
34,32,94,1,88,78,77,8,9,8,0.8888888888888888,0.77,83.0,0.8,1,94.11764705882352,82.97222222222223,0.97
43,34,79,0,89,61,63,4,9,7,0.7777777777777778,0.63,75.0,0.4,0,79.06976744186046,72.69444444444444,0.395
