Meetings_Scheduled,Meetings_Attended,Attendance,Punctuality,Sprint_Completion,Task_Quality,On_Time_Delivery,Communication,Tasks_Assigned,Tasks_Completed,Performance
39,36,92,0,93,80,75,9,8,7,High
41,28,68,1,80,72,87,6,11,7,Medium
25,11,44,1,45,64,52,4,8,3,Low
31,17,54,1,52,66,41,6,9,5,Low
29,27,93,0,97,77,75,9,13,12,High
21,18,85,1,75,86,78,9,14,13,High
21,20,95,1,78,92,93,9,13,12,High
27,16,59,1,87,57,89,5,14,10,Medium
23,10,43,1,40,49,47,5,11,6,Low
28,16,57,1,86,72,83,6,10,6,Medium
42,30,71,1,55,86,78,6,11,9,Medium
47,46,97,1,86,78,91,9,12,11,High
28,18,64,1,74,65,78,6,10,6,Medium
34,30,88,1,97,88,78,7,8,7,High
48,37,77,1,60,77,61,5,8,5,Medium
29,21,72,1,55,87,56,8,10,6,Medium
28,15,53,1,71,54,49,1,8,4,Low
25,12,48,1,57,70,53,2,13,6,Low
39,27,69,0,68,76,79,4,14,9,Medium
32,26,81,1,59,65,52,8,13,10,Medium
22,16,72,1,77,72,66,7,11,9,Medium
22,14,63,1,63,83,64,6,8,5,Medium
20,13,65,1,80,57,56,8,13,10,Medium
44,38,86,1,80,90,96,8,14,13,High
28,18,64,1,64,68,57,5,11,9,Medium
47,40,85,1,87,94,82,6,10,9,High
44,37,84,1,62,73,57,7,12,10,Medium
33,26,78,1,89,64,70,8,13,9,Medium
29,17,58,1,42,64,44,5,12,6,Low
24,15,62,1,74,82,57,5,14,9,Medium
33,29,87,1,76,99,99,6,13,11,High
21,16,76,1,70,73,88,6,11,7,Medium
32,25,78,0,62,70,59,4,8,6,Medium
39,33,84,1,75,82,98,6,10,9,High
48,28,58,1,63,56,60,1,14,6,Low
36,25,69,1,58,55,53,5,9,7,Medium
48,44,91,0,96,84,74,7,8,7,High
20,15,75,1,65,65,74,5,12,10,Medium
31,29,93,0,83,91,94,7,14,13,High
35,20,57,1,58,71,51,1,11,4,Low
47,24,51,1,57,57,56,5,10,5,Low
39,36,92,0,93,82,85,8,9,8,High
30,27,90,1,85,77,82,6,11,10,High
39,31,79,1,64,69,82,5,14,9,Medium
38,34,89,1,84,96,87,7,8,7,High
23,17,73,1,57,62,57,5,8,6,Medium
29,24,82,0,83,74,84,7,8,6,Medium
47,33,70,1,77,64,62,6,13,10,Medium
36,17,47,1,47,67,54,2,10,6,Low
33,15,45,1,53,62,54,1,9,5,Low
39,37,94,1,77,79,72,6,9,8,High
34,22,64,0,49,59,41,1,8,5,Low
45,20,44,1,69,57,73,4,8,3,Low
23,14,60,1,77,55,63,4,8,5,Medium
41,29,70,1,61,62,63,6,13,9,Medium
23,21,91,1,75,84,83,9,9,8,High
39,37,94,1,94,85,73,8,10,9,High
34,21,61,1,80,62,72,8,13,9,Medium
35,27,77,0,64,58,66,5,13,11,Medium
38,23,60,1,78,55,73,6,12,8,Medium
21,16,76,1,65,57,87,7,9,7,Medium
33,32,96,1,80,93,85,7,10,9,High
27,21,77,0,73,55,76,4,12,9,Medium
43,28,65,1,74,83,76,4,9,5,Medium
30,17,56,1,59,73,64,1,8,4,Low
36,35,97,1,79,90,83,7,9,8,High
20,19,95,1,78,87,80,8,13,12,High
30,25,83,1,85,76,77,9,11,10,High
24,16,66,1,86,80,82,5,9,7,Medium
34,21,61,1,73,69,68,6,10,8,Medium
49,47,95,1,82,81,85,6,12,11,High
32,18,56,1,65,48,50,5,10,4,Low
41,30,73,1,66,62,86,4,9,5,Medium
33,20,60,1,62,71,57,6,10,8,Medium
23,20,86,0,91,79,80,9,11,10,High
30,27,90,1,93,85,78,9,9,8,High
42,23,54,1,42,64,42,2,12,7,Low
32,17,53,1,59,50,64,1,12,5,Low
31,13,41,1,42,74,63,4,9,4,Low
22,14,63,1,70,72,63,7,10,7,Medium
20,18,90,1,77,99,75,6,8,7,High
48,46,95,1,97,88,77,9,11,9,High
23,21,91,1,94,75,74,6,8,7,High
46,26,56,1,53,47,53,6,10,5,Low
24,16,66,0,70,88,83,6,13,9,Medium
21,9,42,0,51,49,46,6,10,4,Low
23,15,65,1,65,87,77,4,9,7,Medium
36,30,83,1,55,60,81,6,13,9,Medium
39,38,97,0,94,77,90,9,8,7,High
38,34,89,0,80,88,71,6,14,12,High
25,17,68,1,79,76,70,5,10,7,Medium
30,27,90,1,85,75,88,9,9,8,High
39,31,79,1,58,64,56,5,9,5,Medium
24,20,83,0,89,84,73,7,8,7,High
30,19,63,1,70,59,53,7,12,8,Medium
42,34,80,0,76,61,60,6,8,6,Medium
30,24,80,1,72,74,71,8,14,12,Medium
48,46,95,1,87,85,92,9,8,7,High
37,32,86,1,93,99,81,9,8,7,High
33,20,60,0,46,71,74,3,13,5,Low
23,15,65,0,56,79,89,8,14,9,Medium
28,15,53,1,58,47,64,2,10,6,Low
31,20,64,1,88,68,73,5,12,10,Medium
43,42,97,0,98,80,87,7,13,12,High
49,46,93,1,75,87,71,9,9,8,High
27,21,77,1,74,72,50,8,12,7,Medium
49,26,53,1,54,58,48,4,8,4,Low
28,21,75,1,65,68,59,7,14,9,Medium
29,27,93,1,90,81,87,7,12,11,High
42,23,54,1,56,60,57,4,11,5,Low
35,19,54,0,67,58,59,1,8,5,Low
21,19,90,1,85,97,85,8,12,11,High
25,24,96,1,80,90,74,9,9,8,High
28,26,92,0,89,95,95,6,8,7,High
38,24,63,1,46,56,65,1,11,5,Low
27,26,96,0,83,86,70,7,12,11,High
45,21,46,1,53,64,50,4,13,6,Low
41,31,75,1,61,63,79,7,12,10,Medium
23,14,60,1,79,80,57,5,8,6,Medium
23,20,86,1,79,85,92,8,14,12,High
39,36,92,0,92,91,71,6,14,13,High
34,20,58,1,68,60,61,4,8,4,Low
38,28,73,1,73,72,50,4,11,8,Medium
39,38,97,0,77,83,89,6,12,10,High
36,25,69,0,78,63,57,5,10,7,Medium
39,38,97,1,78,89,84,6,8,7,High
37,26,70,1,83,85,84,5,10,8,Medium
25,13,52,1,52,46,56,2,9,5,Low
46,29,63,1,63,57,52,8,8,7,Medium
27,12,44,1,66,54,50,5,8,4,Low
22,14,63,1,75,66,51,7,9,7,Medium
49,23,46,1,68,58,42,2,10,4,Low
49,43,87,1,96,96,83,9,12,11,High
34,20,58,0,65,73,54,6,13,9,Medium
38,23,60,1,42,48,58,1,10,4,Low
31,28,90,1,78,99,91,7,13,12,High
32,27,84,1,58,68,70,6,14,11,Medium
31,22,70,1,58,71,64,8,14,12,Medium
23,12,52,0,40,49,73,1,12,6,Low
26,20,76,1,55,66,71,5,8,6,Medium
31,14,45,1,51,46,57,4,13,6,Low
31,27,87,1,78,75,71,7,8,7,High
21,9,42,0,50,58,68,3,12,5,Low
21,19,90,1,94,81,73,6,12,11,High
20,15,75,1,68,69,72,4,14,10,Medium
44,39,88,1,94,79,78,8,11,10,High
39,15,38,1,49,58,53,6,10,6,Low
42,23,54,1,45,54,66,6,11,6,Low
23,14,60,1,65,73,57,4,12,9,Medium
44,34,77,1,68,82,85,7,9,6,Medium
22,11,50,1,44,62,43,4,13,5,Low
26,11,42,1,42,67,58,1,14,6,Low
24,15,62,1,72,68,71,4,13,9,Medium
27,26,96,0,98,96,88,8,11,9,High
24,19,79,0,84,69,54,4,12,10,Medium
41,25,60,1,55,72,65,4,13,9,Medium
20,10,50,0,48,66,67,3,14,6,Low
43,36,83,1,89,83,75,9,9,8,High
24,17,70,1,61,69,85,8,8,6,Medium
43,24,55,1,65,51,74,2,13,6,Low
27,26,96,1,98,81,77,9,13,12,High
31,19,61,1,56,47,67,2,12,6,Low
46,32,69,1,65,67,56,5,11,9,Medium
23,12,52,1,69,59,49,6,9,5,Low
23,15,65,1,69,69,75,6,8,5,Medium
39,26,66,1,77,70,67,5,8,6,Medium
37,22,59,1,77,56,60,6,12,8,Medium
42,38,90,1,78,91,78,6,11,10,High
45,30,66,1,67,71,80,6,11,9,Medium
27,19,70,1,68,61,57,7,12,9,Medium
48,45,93,0,97,79,93,9,14,13,High
28,25,89,1,91,83,80,9,13,12,High
33,15,45,1,46,45,60,4,9,4,Low
35,29,82,0,78,61,64,8,8,5,Medium
35,31,88,0,89,82,77,9,9,8,High
38,37,97,0,76,91,83,7,12,11,High
38,32,84,1,87,89,91,7,8,7,High
34,14,41,0,56,64,46,6,14,7,Low
29,28,96,0,87,89,74,7,8,7,High
35,17,48,1,67,48,68,1,14,6,Low
37,31,83,1,55,65,85,6,9,7,Medium
22,16,72,1,75,78,74,5,11,8,Medium
29,15,51,1,60,45,73,1,14,5,Low
30,13,43,1,50,49,47,5,12,5,Low
30,18,60,0,49,49,45,2,13,7,Low
22,20,90,1,92,97,94,9,11,10,High
47,26,55,0,51,46,51,3,8,4,Low
30,23,76,0,83,65,82,7,12,8,Medium
20,13,65,0,66,72,83,6,10,6,Medium
20,9,45,1,62,52,64,2,10,4,Low
39,37,94,0,77,99,79,8,8,7,High
38,29,76,1,63,61,84,7,14,11,Medium
44,41,93,1,79,77,96,7,8,7,High
33,21,63,1,61,72,51,4,10,8,Medium
39,31,79,0,84,70,84,4,13,10,Medium
33,28,84,1,89,99,91,7,14,13,High
34,31,91,0,93,92,88,6,9,8,High
35,27,77,1,60,86,73,7,8,6,Medium
32,20,62,1,57,78,75,4,9,6,Medium
26,21,80,1,89,67,79,6,13,9,Medium
27,25,92,0,82,87,74,8,9,8,High
31,23,74,0,75,55,84,8,11,9,Medium
32,17,53,1,55,50,70,4,11,6,Low
40,39,97,0,98,78,75,7,12,11,High
24,15,62,1,54,49,43,1,13,6,Low
40,19,47,1,70,49,59,1,8,5,Low
20,19,95,1,90,76,74,8,13,11,High
28,13,46,1,67,73,45,4,13,6,Low
32,19,59,1,69,87,65,7,13,10,Medium
47,43,91,1,82,86,78,9,14,13,High
35,19,54,0,46,67,46,6,9,4,Low
35,24,68,1,67,63,54,5,14,9,Medium
42,32,76,0,81,59,73,8,13,9,Medium
47,41,87,1,81,99,83,9,12,11,High
27,24,88,1,95,95,98,6,9,8,High
46,44,95,1,87,96,89,7,14,13,High
34,14,41,1,66,46,64,4,13,7,Low
30,20,66,1,79,65,52,8,14,11,Medium
44,35,79,0,69,57,85,6,13,9,Medium
44,30,68,1,61,65,71,7,10,8,Medium
34,29,85,0,84,76,82,8,11,9,High
33,31,93,1,91,84,83,8,8,7,High
32,18,56,1,56,70,49,3,14,7,Low
32,15,46,1,60,69,61,3,9,5,Low
27,24,88,1,75,81,83,9,14,12,High
36,21,58,0,55,51,49,2,11,5,Low
35,32,91,0,82,87,86,9,14,12,High
33,18,54,0,54,55,68,3,11,4,Low
41,34,82,1,86,93,91,7,14,13,High
32,29,90,1,76,95,84,7,9,8,High
21,17,80,1,57,89,74,4,13,9,Medium
38,37,97,0,78,94,97,7,14,13,High
33,24,72,1,89,65,80,7,14,9,Medium
36,31,86,1,89,82,79,6,9,8,High
25,16,64,1,61,86,67,7,14,12,Medium
29,24,82,1,94,80,84,8,9,8,High
44,30,68,1,73,76,85,5,12,9,Medium
41,20,48,0,70,51,61,4,11,5,Low
39,38,97,1,99,88,71,6,13,11,High
35,21,60,1,66,63,49,3,10,4,Low
40,35,87,1,93,78,96,8,8,7,High
28,17,60,1,59,55,82,8,9,7,Medium
45,43,95,1,91,85,87,9,11,9,High
32,26,81,1,71,85,54,8,9,5,Medium
48,29,60,1,59,74,51,1,11,4,Low
29,24,82,1,69,66,62,5,8,5,Medium
35,23,65,0,72,66,55,8,11,8,Medium
30,28,93,0,78,83,98,6,14,13,High
43,25,58,1,49,45,64,4,13,5,Low
33,29,87,1,92,95,72,9,12,11,High
32,29,90,0,84,88,82,7,13,12,High
25,15,60,1,72,61,84,4,14,11,Medium
29,16,55,1,74,72,48,4,14,5,Low
24,18,75,1,64,74,75,8,12,8,Medium
39,38,97,1,87,94,96,8,11,10,High
27,16,59,0,77,55,51,8,14,12,Medium
42,39,92,1,85,96,96,9,10,9,High
20,8,40,1,54,53,67,3,9,4,Low
28,19,67,1,83,60,55,5,10,8,Medium
38,33,86,1,81,76,90,9,9,8,High
35,21,60,1,78,55,85,7,10,7,Medium
43,37,86,1,95,98,82,8,14,12,High
46,42,91,1,85,93,73,8,10,9,High
41,34,82,1,78,57,76,4,14,11,Medium
49,22,44,1,50,69,53,4,12,5,Low
39,21,53,1,53,69,53,2,14,8,Low
21,15,71,1,88,72,81,7,8,5,Medium
39,38,97,1,79,83,73,6,8,7,High
23,22,95,1,80,90,77,8,9,8,High
27,16,59,1,76,72,57,5,8,5,Medium
27,25,92,0,76,95,77,7,11,10,High
46,34,73,1,80,62,72,8,9,7,Medium
40,35,87,0,94,79,74,7,8,7,High
27,25,92,0,79,77,78,8,12,11,High
28,24,85,1,78,93,78,6,11,10,High
20,18,90,0,99,99,96,8,12,11,High
49,25,51,1,58,67,54,3,12,7,Low
29,13,44,1,40,54,52,6,13,6,Low
36,35,97,0,99,84,70,7,10,9,High
49,31,63,1,73,83,58,7,10,7,Medium
31,27,87,1,78,87,98,9,11,10,High
37,24,64,0,57,61,66,8,14,10,Medium
40,37,92,0,98,84,86,8,11,10,High
22,20,90,1,98,82,97,6,9,8,High
26,24,92,0,81,94,87,9,12,11,High
37,31,83,1,75,82,90,8,9,8,High
40,36,90,1,88,94,80,8,13,11,High
40,37,92,1,76,87,80,6,13,12,High
34,32,94,1,93,85,72,9,9,8,High
41,29,70,1,84,57,88,5,11,8,Medium
49,20,40,1,61,54,47,2,10,4,Low
21,20,95,1,96,81,75,6,11,10,High
48,45,93,1,91,87,73,7,9,8,High
42,21,50,1,51,63,47,1,10,6,Low
38,34,89,1,90,85,74,9,9,8,High
48,47,97,1,88,85,86,8,9,8,High
41,40,97,1,94,85,72,6,12,11,High
31,28,90,1,98,88,90,7,8,7,High
32,22,68,1,69,85,87,6,9,7,Medium
34,30,88,1,77,97,71,9,10,9,High
41,36,87,0,87,89,90,8,10,9,High
34,21,61,1,56,48,66,1,14,9,Low
33,21,63,1,74,56,60,4,14,9,Medium
23,20,86,1,81,80,78,6,11,10,High
46,45,97,1,82,79,82,7,9,8,High
49,20,40,1,46,52,46,3,14,8,Low
20,13,65,1,56,77,63,6,11,9,Medium
37,36,97,1,78,92,81,8,9,8,High
31,28,90,1,83,78,80,8,12,11,High
29,16,55,1,67,59,60,4,12,6,Low
38,33,86,1,80,96,72,7,12,11,High
36,14,38,0,68,58,69,3,8,3,Low
26,11,42,0,58,51,50,2,14,7,Low
32,25,78,1,79,68,72,8,14,11,Medium
45,32,71,1,55,78,64,8,13,10,Medium
38,35,92,1,82,77,80,8,13,11,High
22,15,68,0,61,78,53,5,10,7,Medium
24,18,75,1,62,74,70,7,8,5,Medium
33,30,90,1,90,81,84,9,8,7,High
49,31,63,0,63,86,82,4,11,8,Medium
42,27,64,1,79,68,50,8,10,7,Medium
36,20,55,1,70,57,59,3,8,4,Low
38,17,44,0,63,53,54,2,13,6,Low
45,40,88,1,93,88,82,6,10,9,High
20,19,95,0,79,89,73,8,12,11,High
22,13,59,0,70,58,62,1,12,5,Low
36,24,66,1,66,72,58,5,8,5,Medium
23,14,60,1,76,59,52,4,8,6,Medium
43,40,93,1,90,93,91,7,14,12,High
37,33,89,0,89,98,87,7,10,9,High
38,23,60,1,72,62,52,1,13,5,Medium
48,44,91,0,90,88,80,9,9,8,High
34,23,67,0,59,72,69,8,14,10,Medium
36,30,83,1,75,72,80,8,10,6,Medium
49,31,63,1,78,73,56,7,12,9,Medium
42,28,66,0,83,70,87,8,9,6,Medium
41,39,95,0,91,94,71,8,11,10,High
46,44,95,1,92,79,77,6,11,10,High
32,13,40,1,55,68,48,5,14,7,Low
37,18,48,1,45,65,52,4,8,4,Low
25,11,44,0,72,60,58,1,12,6,Low
42,20,47,1,59,61,71,3,11,6,Low
35,33,94,1,92,89,80,7,11,10,High
22,19,86,1,85,91,89,6,14,12,High
47,41,87,0,78,80,99,6,8,7,High
36,26,72,1,74,62,66,5,8,6,Medium
34,31,91,0,79,91,97,6,11,10,High
27,16,59,0,53,70,41,1,11,5,Low
34,18,52,1,59,48,70,1,14,5,Low
30,12,40,1,70,56,48,5,14,6,Low
36,29,80,0,61,89,76,8,12,8,Medium
40,24,60,1,50,45,64,3,8,4,Low
21,20,95,0,96,91,87,7,9,8,High
23,15,65,1,62,55,72,7,13,11,Medium
32,21,65,0,70,55,59,4,12,10,Medium
34,22,64,1,77,57,73,4,12,10,Medium
24,14,58,1,83,61,64,5,11,7,Medium
47,37,78,1,67,87,56,7,9,7,Medium
21,10,47,1,60,47,47,1,14,8,Low
46,33,71,1,55,89,87,4,14,11,Medium
21,13,61,1,72,86,81,7,10,7,Medium
48,32,66,1,55,62,69,4,9,6,Medium
23,22,95,1,87,81,82,7,12,11,High
46,19,41,0,45,69,51,3,14,8,Low
43,21,48,1,40,68,67,1,11,5,Low
33,19,57,0,64,57,78,6,9,6,Medium
38,36,94,0,89,79,72,8,12,11,High
33,23,69,0,55,83,67,5,14,12,Medium
49,29,59,1,56,72,76,8,10,6,Medium
41,38,92,1,87,87,79,8,13,12,High
44,36,81,0,60,85,84,6,9,6,Medium
25,14,56,1,71,70,45,1,14,5,Low
45,39,86,1,91,77,77,9,12,10,High
36,34,94,1,99,85,81,9,11,10,High
28,23,82,0,67,75,87,8,12,8,Medium
26,23,88,1,79,88,75,9,12,11,High
45,44,97,0,78,97,78,7,10,9,High
25,11,44,1,46,68,49,5,14,6,Low
39,34,87,0,77,92,92,8,14,13,High
44,39,88,1,97,80,73,6,13,12,High
21,14,66,0,66,63,62,5,10,7,Medium
43,38,88,1,79,86,96,9,13,12,High
43,32,74,1,65,83,59,6,12,10,Medium
34,32,94,1,92,81,95,7,12,11,High
26,17,65,0,81,64,69,4,14,11,Medium
32,26,81,1,66,87,50,7,11,8,Medium
22,16,72,0,57,89,51,5,14,10,Medium
32,13,40,1,53,51,57,3,13,7,Low
36,14,38,1,42,72,54,3,13,6,Low
40,33,82,0,57,62,64,5,10,8,Medium
22,18,81,0,74,70,61,8,12,10,Medium
23,20,86,1,81,95,81,7,12,11,High
37,24,64,1,64,70,77,7,10,7,Medium
41,18,43,1,53,70,70,4,12,7,Medium
34,22,64,1,74,80,85,5,10,7,Medium
43,41,95,1,80,99,92,9,8,7,High
35,22,62,0,80,55,66,5,13,10,Medium
41,36,87,1,75,82,79,7,11,10,High
33,22,66,1,62,81,59,6,8,5,Medium
26,16,61,1,55,77,58,6,13,9,Medium
28,26,92,0,76,97,74,9,8,7,High
49,38,77,1,85,64,77,6,11,9,Medium
37,15,40,0,63,59,61,1,12,5,Low
37,33,89,1,96,88,94,8,9,8,High
27,18,66,0,71,74,80,6,13,10,Medium
20,17,85,1,90,90,98,6,13,12,High
20,13,65,1,55,65,69,8,10,8,Medium
39,27,69,1,72,68,54,7,8,6,Medium
33,20,60,1,43,59,69,4,9,5,Low
25,22,88,1,93,77,89,8,11,10,High
22,10,45,1,42,65,58,1,14,6,Low
35,14,40,1,57,59,66,3,11,6,Low
34,22,64,1,62,79,67,7,9,8,Medium
21,12,57,1,57,71,47,6,10,4,Low
37,25,67,1,59,72,84,7,8,7,Medium
33,22,66,1,64,80,71,8,8,5,Medium
45,38,84,1,86,93,72,9,12,11,High
24,14,58,0,81,70,56,6,10,7,Medium
46,28,60,1,72,75,83,7,9,7,Medium
25,23,92,1,75,88,91,7,14,12,High
24,11,45,0,59,67,63,1,12,6,Medium
41,35,85,1,96,81,86,7,14,13,High
35,20,57,1,52,71,64,5,10,6,Medium
26,24,92,0,94,89,90,9,13,12,High
22,12,54,1,45,63,74,1,12,6,Low
31,20,64,1,61,83,89,6,9,7,Medium
48,47,97,1,82,77,77,8,12,11,High
21,16,76,1,73,61,83,7,13,10,Medium
33,20,60,1,67,68,49,5,14,8,Medium
27,19,70,1,83,63,80,6,14,9,High
22,10,45,1,47,52,44,2,11,5,Low
25,24,96,0,75,86,99,6,12,11,High
24,23,95,1,79,85,77,8,13,12,High
30,27,90,1,90,99,70,7,14,13,High
23,22,95,1,93,93,98,7,14,12,High
38,33,86,0,80,92,78,6,12,11,High
37,19,51,1,58,67,55,2,8,3,Low
47,39,82,1,56,85,59,5,13,8,Medium
39,23,58,1,67,67,68,5,13,9,Medium
32,25,78,1,56,63,80,8,11,9,Medium
33,13,39,0,68,48,61,2,11,5,Low
45,34,75,0,70,79,61,5,11,9,Medium
26,22,84,0,93,88,73,9,8,7,High
24,23,95,1,98,87,71,6,12,11,High
45,34,75,1,69,86,60,7,8,6,Medium
36,21,58,1,55,50,49,5,12,6,Low
27,24,88,0,89,81,93,8,11,10,High
20,19,95,0,93,88,94,7,10,9,High
28,17,60,1,67,71,63,4,12,10,Medium
31,28,90,1,93,96,80,9,10,9,High
39,37,94,0,76,95,85,9,12,11,High
32,15,46,0,48,68,74,3,9,5,Low
38,26,68,1,57,83,58,8,9,6,Medium
38,19,50,1,67,63,45,4,9,4,Low
33,32,96,0,85,76,91,6,12,11,High
42,26,61,0,56,79,58,6,12,9,Medium
47,23,48,1,55,52,61,4,8,4,Low
23,14,60,0,65,45,41,5,10,4,Low
43,27,62,1,47,59,58,1,11,6,Low
27,24,88,1,89,81,79,9,14,12,High
44,34,77,0,80,64,55,8,8,6,Medium
25,15,60,0,64,52,43,3,14,5,Low
28,18,64,1,64,61,58,5,8,6,Medium
38,31,81,0,68,72,62,8,9,7,Medium
36,20,55,0,74,49,42,3,12,7,Low
24,11,45,0,51,53,45,4,10,5,Low
21,9,42,1,67,69,40,1,10,4,Low
27,25,92,0,95,78,90,8,12,11,High
31,12,38,0,53,57,60,3,12,4,Low
45,42,93,0,80,85,80,9,12,11,High
42,26,61,1,57,88,74,5,8,5,Medium
28,23,82,0,73,88,69,7,10,7,Medium
28,25,89,1,75,90,88,8,8,7,High
22,17,77,0,70,82,52,6,13,9,Medium
44,31,70,1,59,68,73,5,13,9,Medium
20,15,75,1,60,85,52,4,12,9,Medium
32,28,87,0,84,98,88,8,12,11,High
46,37,80,1,69,55,78,5,11,8,Medium
45,23,51,1,49,74,47,4,13,6,Low
48,24,50,1,40,55,40,4,14,5,Low
32,30,93,1,96,78,76,8,11,10,High
40,39,97,1,90,75,83,9,9,8,High
31,28,90,1,88,85,84,8,12,10,High
24,23,95,1,78,78,90,9,10,9,High
31,19,61,1,66,64,60,4,9,8,Medium
29,24,82,1,87,78,87,6,8,7,High
27,23,85,1,94,78,74,6,12,11,High
45,40,88,1,79,89,92,7,10,9,High
29,27,93,0,90,77,82,9,9,8,High
45,40,88,1,96,88,88,9,10,9,High
31,24,77,0,86,72,60,6,13,9,Medium
48,21,43,1,56,59,72,1,8,5,Low
37,27,72,0,71,55,55,7,10,7,Medium
29,18,62,1,68,56,79,6,10,7,Medium
25,16,64,1,86,68,61,7,13,10,Medium
42,41,97,0,87,78,85,6,10,9,High
32,22,68,1,65,61,84,8,11,7,Medium
47,30,63,1,56,58,60,5,11,8,Medium
41,34,82,1,69,85,83,6,14,9,Medium
22,15,68,1,88,56,60,6,8,6,Medium
31,19,61,1,87,59,51,7,12,10,Medium
33,27,81,1,65,65,57,6,10,6,Medium
36,17,47,1,55,56,72,1,11,6,Low
47,46,97,1,98,79,96,6,10,9,High
36,29,80,1,70,64,57,4,9,6,Medium
49,41,83,0,84,62,60,8,8,6,Medium
41,25,60,1,58,57,51,1,9,4,Low
48,43,89,1,95,92,92,9,8,7,High
20,13,65,1,61,87,53,6,13,10,Medium
25,16,64,0,79,63,68,4,11,8,Medium
46,36,78,1,81,70,52,6,14,10,Medium
37,16,43,1,42,51,46,2,12,6,Low
36,35,97,0,83,90,83,6,11,10,High
20,14,70,1,71,68,83,7,11,9,Medium
26,18,69,1,71,84,74,4,10,8,Medium
38,21,55,0,42,52,66,2,13,6,Low
38,23,60,0,74,86,87,7,11,9,Medium
34,27,79,1,72,79,67,8,11,8,Medium
45,23,51,1,57,55,52,6,10,4,Low
29,28,96,1,80,85,86,7,9,8,High
33,30,90,0,96,87,91,9,10,9,High
34,33,97,0,77,76,96,7,13,12,High
37,26,70,1,82,71,69,6,11,7,Medium
24,19,79,0,85,57,59,4,13,10,Medium
41,28,68,1,87,58,72,7,14,10,Medium
48,46,95,1,92,84,78,8,12,10,High
30,23,76,1,88,73,81,6,11,9,Medium
41,35,85,1,86,79,75,9,9,8,High
32,29,90,0,99,92,85,8,8,7,High
26,23,88,1,75,90,86,7,11,10,High
42,21,50,1,42,51,69,5,9,3,Medium
27,18,66,1,86,67,78,5,9,7,Medium
22,19,86,1,95,95,70,6,11,10,High
27,21,77,0,80,80,54,5,14,11,Medium
30,18,60,1,60,71,61,1,13,7,Low
30,18,60,1,74,55,65,6,11,7,Medium
21,12,57,1,72,65,89,8,9,8,Medium
47,42,89,0,86,95,83,7,8,7,High
24,16,66,1,59,59,55,6,8,6,Medium
48,47,97,0,86,80,87,6,12,11,High
32,24,75,1,74,84,50,8,13,11,Medium
34,20,58,0,48,69,47,2,12,7,Low
31,22,70,1,70,74,53,5,11,9,Medium
47,30,63,1,58,56,68,2,8,4,Low
40,39,97,1,82,79,79,8,8,7,High
22,13,59,1,57,50,52,1,8,4,Low
32,28,87,0,85,91,85,6,14,13,High
47,35,74,0,60,81,63,4,14,12,Medium
39,23,58,1,87,66,71,8,11,7,Medium
37,31,83,1,87,85,88,7,10,9,High
44,41,93,1,78,90,70,9,11,10,High
37,36,97,1,91,98,86,8,8,7,High
30,19,63,0,77,74,77,6,9,7,Medium
39,25,64,1,55,89,66,8,13,10,Medium
46,33,71,1,74,73,81,6,13,8,Medium
47,23,48,0,44,72,63,6,10,6,Medium
21,19,90,0,79,94,92,7,9,8,High
23,20,86,1,88,99,75,9,10,9,High
44,31,70,0,67,82,75,8,14,9,Medium
30,14,46,0,61,48,69,4,12,6,Low
21,15,71,1,89,64,67,6,11,8,Medium
23,12,52,1,69,53,54,2,8,3,Low
27,11,40,1,56,65,70,6,10,5,Medium
48,19,39,0,50,45,61,5,10,6,Low
48,47,97,0,95,96,96,7,13,12,High
46,41,89,1,87,80,87,9,11,9,High
39,23,58,1,58,55,55,6,10,4,Low
27,16,59,1,67,66,41,2,14,5,Low
29,16,55,1,59,60,74,2,8,4,Low
41,29,70,1,79,55,77,4,8,6,Medium
49,45,91,1,77,87,73,7,13,12,High
37,15,40,0,54,65,47,1,9,5,Low
47,33,70,1,55,66,50,4,12,9,Medium
30,13,43,0,59,52,40,1,12,6,Low
41,24,58,1,88,56,51,5,13,10,Medium
37,35,94,1,87,98,86,9,8,7,High
43,38,88,1,79,79,94,8,14,12,High
44,29,65,1,67,70,75,5,10,8,Medium
45,29,64,1,74,75,80,7,14,9,Medium
39,35,89,0,76,85,98,7,14,13,High
40,17,42,1,60,53,61,4,13,7,Low
34,30,88,1,83,81,82,8,13,12,High
46,27,58,1,61,46,46,5,11,4,Low
32,28,87,1,94,81,91,9,8,7,High
42,37,88,1,82,94,96,6,14,13,High
31,18,58,1,72,74,48,3,9,3,Low
38,28,73,1,75,66,78,5,14,9,Medium
41,36,87,1,91,92,83,8,14,13,High
40,28,70,1,63,55,78,6,9,8,Medium
20,17,85,0,93,91,81,7,14,13,High
49,38,77,1,67,59,85,5,11,8,Medium
32,24,75,1,64,83,71,4,10,8,Medium
33,20,60,1,66,46,52,4,11,6,Low
41,34,82,0,71,69,52,4,12,9,Medium
28,25,89,1,79,85,73,8,11,10,High
29,23,79,1,69,74,82,4,12,9,Medium
44,19,43,1,66,52,52,4,10,4,Low
20,13,65,1,61,57,58,6,14,10,Medium
28,20,71,1,72,72,66,7,9,7,Medium
44,37,84,1,97,95,81,6,8,7,High
29,21,72,1,71,65,71,4,11,7,Medium
25,10,40,1,60,51,54,2,9,4,Low
46,36,78,1,59,63,89,8,10,8,Medium
31,22,70,1,61,65,62,7,8,6,Medium
